Tree Number,Survey date,Location,Rep,Plot,Subplot,Treat,Tree cover (%),Cover,Tree #,Year planted,Genotype,Staple flag,Plastic marker,Staple paint,Species,Basal diam (mm),Height (cm),Crown diameter1 (cm),Crown diameter2 (cm) ,Avg crown diam (cm),Condition,Damage & notes,,,,
10770,2021-JUL-21,Narrows,1,2,39,seed,0,open,1,2020,Lodgepole pine,orange & black stripe -wrong tag,,,Pl,8,30,10,8,9,G,,,,,
10771,2021-JUL-21,Narrows,1,2,39,seed,0,open,2,2020,Lodgepole pine,blue & green,,,Pl,7.3,46,23,18,20.5,G,drought,,,,
10772,2021-JUL-21,Narrows,1,2,39,seed,0,open,3,2020,Redfish B class Fd,white & blue stripe,,,Fd,7.2,27,17,18,17.5,G,,,,,
10773,2021-JUL-21,Narrows,1,2,40,seed,0,open,4,2020,John Prince B class Fd,pink polka,,,Fd,7.1,35,22,18,20,G,,,,,
10774,2021-JUL-21,Narrows,1,2,40,seed,0,open,5,2020,Larch,green,,,Lw,9,75,30,40,35,G,,,,,
10775,2021-JUL-21,Narrows,1,2,40,seed,0,open,1,2020,Lodgepole pine,blue & green,,,Pl,4.7,30,13,7,10,G,drought,,,,
10776,2021-JUL-21,Narrows,1,2,40,seed,0,open,3,2020,Lodgepole pine,blue & green,,,Pl,7.9,41,16,8,12,G,,,,,
10777,2021-JUL-21,Narrows,1,2,40,seed,0,open,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,9.7,47,27,25,26,G,veg,,,,
10778,2021-JUL-21,Narrows,1,2,41,seed,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,9.3,23,19,17,18,G,,,,,
10779,2021-JUL-21,Narrows,1,2,41,seed,0,open,2,2020,John Prince B class Fd,pink polka,,,Fd,8.7,35,18,15,16.5,G,,,,,
10780,2021-JUL-21,Narrows,1,2,41,seed,0,open,3,2020,Peterhope future Fd,white & red stripe,,,Fd,8.4,43,24,28,26,G,,,,,
10781,2021-JUL-21,Narrows,1,2,42,seed,5,partial,2,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,4.8,21,13,16,14.5,,,,,,
10782,2021-JUL-21,Narrows,1,2,42,seed,5,partial,1,2020,Larch,green,,,Lw,5,50,14,19,16.5,G,veg,,,,
10783,2021-JUL-21,Narrows,1,2,43,seed,0,open,1,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,,,,,,D,,,,,
10784,2021-JUL-21,Narrows,1,2,43,seed,0,open,2,2020,Lodgepole pine,blue & green,,,Pl,9.1,48,30,24,27,G,drought,,,,
10785,2021-JUL-21,Narrows,1,2,44,seed,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,6.4,25,25,19,22,G,,,,,
10786,2021-JUL-21,Narrows,1,2,44,seed,0,open,2,2020,Lodgepole pine,blue & green,,,Pl,10.4,32,28,17,22.5,G,,,,,
10787,2021-JUL-21,Narrows,1,2,45,seed,0,open,3,2020,Jaffray B class Fd,blue,,,Fd,3.6,16,16,12,14,G,aphids,,,,
10788,2021-JUL-21,Narrows,1,2,45,seed,0,open,4,2020,John Prince B class Fd,pink polka,,,Fd,3.7,21,12,11,11.5,G,planting quality,,,,
10789,2021-JUL-21,Narrows,1,2,45,seed,0,open,1,2020,Peterhope B class Fd,pink,,,Fd,6.2,25,19,22,20.5,G,,,,,
10790,2021-JUL-21,Narrows,1,2,45,seed,0,open,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,5.8,27,22,21,21.5,G,,,,,
10791,2021-JUL-21,Narrows,1,2,46,seed,20,partial,3,2020,Jaffray B class Fd,blue,,,Fd,5.8,28.5,23,22,22.5,G,,,,,
10792,2021-JUL-21,Narrows,1,2,46,seed,20,partial,5,2020,Jaffray B class Fd,blue,,,Fd,5,26.5,20,14,17,G,frost,,,,
10793,2021-JUL-21,Narrows,1,2,46,seed,20,partial,4,2020,John Prince B class Fd,pink polka,,,Fd,5,10.5,18,14,16,G,drought,,,,
10794,2021-JUL-21,Narrows,1,2,46,seed,20,partial,2,2020,Peterhope B class Fd,pink,,,Fd,5,24,19,16,17.5,G,"drought, frost",,,,
10795,2021-JUL-21,Narrows,1,2,46,seed,20,partial,1,2020,Redfish B class Fd,white & blue stripe,,,Fd,5.5,22,18,19,18.5,G,,,,,
10796,2021-JUL-21,Narrows,1,2,47,seed,0,open,2,2020,Larch,green,,,Lw,10.7,74,45,37,41,G,,,,,
10797,2021-JUL-21,Narrows,1,2,47,seed,0,open,1,2020,Lodgepole pine,blue & green,,,Pl,9,42,32,32,32,G,,,,,
10798,2021-JUL-21,Narrows,1,2,48,seed,0,open,2,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,7,30,24,29,26.5,G,,,,,
10799,2021-JUL-21,Narrows,1,2,48,seed,0,open,5,2020,Peterhope B class Fd,pink,,,Fd,5.5,31,19,13,16,G,,,,,
10800,2021-JUL-21,Narrows,1,2,48,seed,0,open,4,2020,Ponderosa pine,pink & green,,,Py,7,20,16,14,15,G,,,,,
10801,2021-JUL-21,Narrows,1,2,48,seed,0,open,1,2020,Redfish B class Fd,white & blue stripe,,,Fd,6.8,30,20,18,19,G,veg,,,,
10802,2021-JUL-21,Narrows,1,2,48,seed,0,open,3,2020,Redfish B class Fd,white & blue stripe,,,Fd,7.3,38,24,25,24.5,G,veg,,,,
10803,2021-JUL-21,Narrows,1,2,49,seed,0,open,4,2020,Jaffray B class Fd,blue,,,Fd,6.8,20,20,17,18.5,G,,,,,
10804,2021-JUL-21,Narrows,1,2,49,seed,0,open,3,2020,Larch,green,,,Lw,7.1,62,30,26,28,G,,,,,
10805,2021-JUL-21,Narrows,1,2,49,seed,0,open,1,2020,Peterhope future Fd,white & red stripe,,,Fd,7.3,36,17,14,15.5,G,,,,,
10806,2021-JUL-21,Narrows,1,2,49,seed,0,open,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,9.7,45,14,26,20,G,,,,,
10807,2021-JUL-21,Narrows,1,2,50,seed,0,open,2,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,,,,,,D,,,,,
10808,2021-JUL-21,Narrows,1,2,50,seed,0,open,4,2020,Jaffray B class Fd,blue,,,Fd,6.7,19,17,14,15.5,G,veg,,,,
10809,2021-JUL-21,Narrows,1,2,50,seed,0,open,6,2020,John Prince B class Fd,pink polka,,,Fd,3.7,15,10,8,9,M,"veg, frost",,,,
10810,2021-JUL-21,Narrows,1,2,50,seed,0,open,3,2020,Lodgepole pine,blue & green,,,Pl,9.1,38,20,19,19.5,G,,,,,
10811,2021-JUL-21,Narrows,1,2,50,seed,0,open,1,2020,Redfish B class Fd,white & blue stripe,,,Fd,5.6,28.5,15,14,14.5,G,veg,,,,
10812,2021-JUL-21,Narrows,1,2,50,seed,0,open,5,2020,Redfish B class Fd,white & blue stripe,,,Fd,5.4,18,15,8,11.5,G,"veg, bowsed top, new leader",,,,
10813,2021-JUL-21,Narrows,1,2,51,seed,5,partial,1,2020,Peterhope B class Fd,pink,,,Fd,7.4,33,20,20,20,G,"drought, poor microsite",,,,
10814,2021-JUL-21,Narrows,1,2,52,seed,0,open,2,2020,Jaffray B class Fd,blue,,,Fd,8.2,24.5,23,22,22.5,G,,,,,
10815,2021-JUL-21,Narrows,1,2,52,seed,0,open,1,2020,Peterhope B class Fd,pink,,,Fd,7.9,22.5,15,20,17.5,G,frost,,,,
10816,2021-JUL-21,Narrows,1,2,52,seed,0,open,3,2020,Redfish B class Fd,white & blue stripe,,,Fd,7.3,23,13,14,13.5,G,,,,,
10817,2021-JUL-21,Narrows,1,2,52,seed,0,open,4,2020,Redfish B class Fd,white & blue stripe,,,Fd,10.7,41,25,19,22,G,,,,,
10818,2021-JUL-21,Narrows,1,2,53,seed,0,open,2,2020,Jaffray B class Fd,blue,,,Fd,5.6,20,20,19,19.5,G,,,,,
10819,2021-JUL-21,Narrows,1,2,53,seed,0,open,1,2020,Peterhope future Fd,white & red stripe,,,Fd,7.8,21,15,16,15.5,G,aphids,,,,
10820,2021-JUL-21,Narrows,1,2,54,seed,15,partial,1,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,6.9,27.5,17,15,16,G,veg,,,,
10821,2021-JUL-21,Narrows,1,2,54,seed,15,partial,2,2020,Jaffray B class Fd,blue,,,Fd,6.8,27,22,19,20.5,G,veg,,,,
10822,2021-JUL-21,Narrows,1,2,54,seed,15,partial,5,2020,John Prince B class Fd,pink polka,,,Fd,4.4,23.5,12,9,10.5,G,veg,,,,
10823,2021-JUL-21,Narrows,1,2,54,seed,15,partial,4,2020,Lodgepole pine,blue & green,,,Pl,8.3,36,6,8,7,G,,,,,
10824,2021-JUL-21,Narrows,1,2,54,seed,15,partial,3,2020,Peterhope future Fd,white & red stripe,,,Fd,8.9,33,13,14,13.5,G,veg,,,,
10825,2021-JUL-21,Narrows,1,2,55,seed,15,partial,3,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,5,22,13,17,15,G,,,,,
10826,2021-JUL-21,Narrows,1,2,55,seed,15,partial,1,2020,John Prince B class Fd,pink polka,,,Fd,3.3,15,10,8,9,M,drought,,,,
10827,2021-JUL-21,Narrows,1,2,55,seed,15,partial,2,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
10828,2021-JUL-21,Narrows,1,2,55,seed,15,partial,4,2020,Larch,green,,,Lw,5.1,25,20,15,17.5,,browsed top,,,,
10829,2021-JUL-21,Narrows,1,2,56,seed,0,open,2,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,5.3,14,17,15,16,G,browsed top,,,,
10830,2021-JUL-21,Narrows,1,2,56,seed,0,open,5,2020,Peterhope B class Fd,pink,,,Fd,5.9,18,15,7,11,G,veg,,,,
10831,2021-JUL-21,Narrows,1,2,56,seed,0,open,3,2020,Larch,green,,,Lw,4.9,36,18,17,17.5,G,,,,,
10832,2021-JUL-21,Narrows,1,2,56,seed,0,open,4,2020,Lodgepole pine,blue & green,,,Pl,8.4,41,20,17,18.5,G,,,,,
10833,2021-JUL-21,Narrows,1,2,56,seed,0,open,1,2020,Redfish B class Fd,white & blue stripe,,,Fd,7.1,19,20,13,16.5,G,browsed top,,,,
10834,2021-JUL-21,Narrows,1,2,57,seed,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,4.6,9,10,8,9,G,browsed top,,,,
10835,2021-JUL-21,Narrows,1,2,57,seed,0,open,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,6.9,25,16,15,15.5,G,,,,,
10836,2021-JUL-21,Narrows,1,2,58,seed,0,open,no trees,2020,,,,,,,,,,,,,,,,
10837,2021-JUL-21,Narrows,1,2,59,seed,0,open,2,2020,Jaffray B class Fd,blue,,,Fd,4.8,30,17,13,15,G,"frost, veg",,,,
10838,2021-JUL-21,Narrows,1,2,59,seed,0,open,1,2020,Larch,green,,,Lw,6.9,49,31,29,30,G,frost,,,,
10839,2021-JUL-21,Narrows,1,2,59,seed,0,open,4,2020,Lodgepole pine,blue & green,,,Pl,6.7,31,13,12,12.5,G,,,,,
10840,2021-JUL-21,Narrows,1,2,59,seed,0,open,3,2020,Ponderosa pine,pink & green,,,Py,6.8,40,22,22,22,G,,,,,
10841,2021-JUL-21,Narrows,1,2,59,seed,0,open,5,2020,Redfish B class Fd,white & blue stripe,,,Fd,5.4,10,5,4,4.5,P,"drought, browsed top, frost",,,,
10842,2021-JUL-21,Narrows,1,2,60,seed,0,open,8,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,3.5,21,12,15,13.5,G,,,,,
10843,2021-JUL-21,Narrows,1,2,60,seed,0,open,3,2020,Jaffray B class Fd,blue,,,Fd,6.1,21,24,22,23,G,frost,,,,
10844,2021-JUL-21,Narrows,1,2,60,seed,0,open,1,2020,John Prince B class Fd,pink polka,,,Fd,3.2,15,13,15,14,G,,,,,
10845,2021-JUL-21,Narrows,1,2,60,seed,0,open,9,2020,John Prince B class Fd,pink polka,,,Fd,4,25,19,15,17,G,"drought, frost",,,,
10846,2021-JUL-21,Narrows,1,2,60,seed,0,open,5,2020,Larch,green,,,Lw,5.2,48,20,11,15.5,G,"frost, veg",,,,
10847,2021-JUL-21,Narrows,1,2,60,seed,0,open,6,2020,Lodgepole pine,orange & black stripe-wrong tag,,,Pl,7.5,37,12,12,12,G,,,,,
10848,2021-JUL-21,Narrows,1,2,60,seed,0,open,7,2020,Ponderosa pine,pink & green,,,Py,4.4,22,14,12,13,G,drought,,,,
10849,2021-JUL-21,Narrows,1,2,60,seed,0,open,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,5.7,32,19,21,20,G,drought,,,,
10850,2021-JUL-21,Narrows,1,2,60,seed,0,open,4,2020,Redfish B class Fd,white & blue stripe,,,Fd,4.6,27,18,10,14,G,drought,,,,
10851,2021-JUL-21,Narrows,1,2,61,seed,5,partial,5,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,7.2,30,15,16,15.5,G,,,,,
10852,2021-JUL-21,Narrows,1,2,61,seed,5,partial,2,2020,Jaffray B class Fd,blue,,,Fd,8.9,40,22,14,18,G,"drought, slash",,,,
10853,2021-JUL-21,Narrows,1,2,61,seed,5,partial,4,2020,John Prince B class Fd,pink polka,,,Fd,5.8,17,18,15,16.5,G,drought,,,,
10854,2021-JUL-21,Narrows,1,2,61,seed,5,partial,1,2020,Redfish B class Fd,white & blue stripe,,,Fd,7.1,42,32,27,29.5,G,drought,,,,
10855,2021-JUL-21,Narrows,1,2,61,seed,5,partial,3,2020,Redfish B class Fd,white & blue stripe,,,Fd,5.9,38,26,25,25.5,G,drought,,,,
10856,2021-JUL-21,Narrows,1,2,62,seed,2,open,1,2020,Jaffray B class Fd,blue,,,Fd,5.5,32,21,13,17,G,drought,,,,
10857,2021-JUL-21,Narrows,1,2,62,seed,2,open,2,2020,Ponderosa pine,pink & green,,,Py,7.3,27,5,4,4.5,M,"drought, poor microsite",,,,
10858,2021-JUL-21,Narrows,1,2,63,seed,5,partial,1,2020,Redfish B class Fd,white & blue stripe,,,Fd,7.3,31,31,31,31,G,"drought, browsed top",,,,
10859,2021-JUL-21,Narrows,1,2,64,seed,2,open,1,2020,Peterhope B class Fd,pink,,,Fd,4.8,29,22,21,21.5,G,drought,,,,
10860,2021-JUL-21,Narrows,1,2,64,seed,2,open,2,2020,Peterhope future Fd,white & red stripe,,,Fd,6.3,38,24,21,22.5,G,,,,,
10861,2021-JUL-21,Narrows,1,2,64,seed,2,open,3,2020,Redfish B class Fd,white & blue stripe,,,Fd,3.9,25,19,12,15.5,M,drought,,,,
10862,2021-JUL-21,Narrows,1,2,64,seed,2,open,4,2020,Redfish B class Fd,white & blue stripe,,,Fd,7,30,33,30,31.5,G,"drought, browsed top, veg",,,,
10863,2021-JUL-21,Narrows,1,2,65,seed,2,open,1,2020,Peterhope B class Fd,pink,,,Fd,4.7,28,29,30,29.5,M,,,,,
10864,2021-JUL-21,Narrows,1,2,65,seed,2,open,2,2020,Lodgepole pine,blue & green,,,Pl,10,37,25,23,24,G,drought,,,,
10865,2021-JUL-21,Narrows,1,2,65,seed,2,open,3,2020,Peterhope future Fd,white & red stripe,,,Fd,9.2,34,25,24,24.5,G,drought,,,,
10866,2021-JUL-21,Narrows,1,2,66,seed,5,partial,1,2020,John Prince B class Fd,pink polka,,,Fd,10.1,43,25,30,27.5,G,,,,,
10867,2021-JUL-21,Narrows,1,2,66,seed,5,partial,4,2020,John Prince B class Fd,pink polka,,,Fd,6,29,23,25,24,G,"browsed top, drought",,,,
10868,2021-JUL-21,Narrows,1,2,66,seed,5,partial,5,2020,Peterhope B class Fd,pink,,,Fd,7.4,23,17,19,18,G,frost,,,,
10869,2021-JUL-21,Narrows,1,2,66,seed,5,partial,2,2020,Lodgepole pine,blue & green,,,Pl,11.4,51,36,33,34.5,G,drought,,,,
10870,2021-JUL-21,Narrows,1,2,66,seed,5,partial,3,2020,Peterhope future Fd,white & red stripe,,,Fd,11.3,37,29,24,26.5,G,drought,,,,
10871,2021-JUL-21,Narrows,1,2,67,seed,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,5.7,31,14,10,12,G,,,,,
10872,2021-JUL-21,Narrows,1,2,67,seed,0,open,3,2020,Peterhope B class Fd,pink,,,Fd,5.7,27,13,15,14,G,,,,,
10873,2021-JUL-21,Narrows,1,2,67,seed,0,open,2,2020,Lodgepole pine,blue & green,,,Pl,8.1,40,15,20,17.5,G,,,,,
10874,2021-JUL-21,Narrows,1,2,68,seed,0,open,1,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,12.9,41,38,35,36.5,,,,,,
10875,2021-JUL-21,Narrows,1,2,69,seed,0,open,2,2020,Jaffray B class Fd,blue,,,Fd,6.9,23,15,8,11.5,G,drought,,,,
10876,2021-JUL-21,Narrows,1,2,69,seed,0,open,3,2020,John Prince B class Fd,pink polka,,,Fd,3.8,45,10,6,8,G,poor microsite,,,,
10877,2021-JUL-21,Narrows,1,2,69,seed,0,open,5,2020,Peterhope B class Fd,pink,,,Fd,4.6,20,14,9,11.5,G,"drought, poor microsite",,,,
10878,2021-JUL-21,Narrows,1,2,69,seed,0,open,1,2020,Peterhope future Fd,white & red stripe,,,Fd,6.5,31,15,10,12.5,G,,,,,
10879,2021-JUL-21,Narrows,1,2,69,seed,0,open,4,2020,Redfish B class Fd,white & blue stripe,,,Fd,4.2,24,14,9,11.5,G,"drought, browsed top",,,,
10880,2021-JUL-21,Narrows,1,2,70,seed,10,partial,3,2020,Jaffray B class Fd,blue,,,Fd,6,22,15,5,10,G,frost,,,,
10881,2021-JUL-21,Narrows,1,2,70,seed,10,partial,4,2020,Larch,green,,,Lw,4.1,37,13,15,14,G,frost,,,,
10882,2021-JUL-21,Narrows,1,2,70,seed,10,partial,1,2020,Lodgepole pine,blue & green,,,Pl,4.2,25,6,7,6.5,M,drought,,,,
10883,2021-JUL-21,Narrows,1,2,70,seed,10,partial,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,4.6,23,13,15,14,G,"drought, frost, browsed top",,,,
10884,2021-JUL-21,Narrows,1,2,71,seed,10,partial,1,2020,Jaffray B class Fd,blue,,,Fd,6.2,24,12,10,11,G,slash,,,,
10885,2021-JUL-21,Narrows,1,2,71,seed,10,partial,3,2020,Lodgepole pine,blue & green,,,Pl,8.3,41,24,20,22,G,drought,,,,
10886,2021-JUL-21,Narrows,1,2,71,seed,10,partial,2,2020,Ponderosa pine,pink & green,,,Py,5.5,24,20,15,17.5,G,drought,,,,
10887,2021-JUL-21,Narrows,1,2,72,seed,10,partial,1,2020,Redfish B class Fd,white & blue stripe,,,Fd,6,,18,18,18,G,drought,,,,
10888,2021-JUL-21,Narrows,1,2,72,seed,10,partial,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,2.8,19,9,9,9,G,drought,,,,
10889,2021-JUL-21,Narrows,1,2,73,seed,0,open,4,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,8,35.5,23,19,21,G,frost,,,,
10890,2021-JUL-21,Narrows,1,2,73,seed,0,open,3,2020,Jaffray B class Fd,blue,,,Fd,7.4,27,15,17,16,G,,,,,
10891,2021-JUL-21,Narrows,1,2,73,seed,0,open,5,2020,John Prince B class Fd,pink polka,,,Fd,7.3,28.5,20,19,19.5,G,,,,,
10892,2021-JUL-21,Narrows,1,2,73,seed,0,open,2,2020,Larch,green,,,Lw,6.6,47,17,17,17,G,"frost, veg",,,,
10893,2021-JUL-21,Narrows,1,2,73,seed,0,open,1,2020,Lodgepole pine,blue & green,,,Pl,9,38,18,20,19,G,,,,,
10894,2021-JUL-21,Narrows,1,2,73,seed,0,open,6,2020,Redfish B class Fd,white & blue stripe,,,Fd,4.7,27,16,9,12.5,M,"frost, slash, poor microsite",,,,
10895,2021-JUL-21,Narrows,1,2,74,seed,0,,1,2020,Jaffray B class Fd,blue,,,Fd,5.3,22,16,17,16.5,G,,,,,
10896,2021-JUL-21,Narrows,1,2,74,seed,0,open,4,2020,Jaffray B class Fd,blue,,,Fd,7.5,31.5,18,12,15,G,drought,,,,
10897,2021-JUL-21,Narrows,1,2,74,seed,0,open,2,2020,Larch,green,,,Lw,4.7,41,15,20,17.5,G,frost,,,,
10898,2021-JUL-21,Narrows,1,2,74,seed,0,open,3,2020,Ponderosa pine,pink & green,,,Py,6.8,38,17,14,15.5,M,,,,,
10899,2021-JUL-21,Narrows,1,2,75,seed,0,open,4,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,6.9,32.5,18,22,20,G,frost,,,,
10900,2021-JUL-21,Narrows,1,2,75,seed,0,open,3,2020,Peterhope B class Fd,pink,,,Fd,6.5,21,19,10,14.5,G,poor microsite,,,,
10901,2021-JUL-21,Narrows,1,2,75,seed,0,open,5,2020,Lodgepole pine,blue & green,,,Pl,8.1,45,17,18,17.5,G,,,,,
10902,2021-JUL-21,Narrows,1,2,75,seed,0,open,1,2020,Peterhope future Fd,white & red stripe,,,Fd,6.4,29,17,16,16.5,G,,,,,
10903,2021-JUL-21,Narrows,1,2,75,seed,0,open,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,4.8,15.5,15,13,14,M,"drought, browsed top",,,,
10904,2021-JUL-21,Narrows,1,2,76,seed,0,open,2,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,5.8,35,19,16,17.5,G,,,,,
10905,2021-JUL-21,Narrows,1,2,76,seed,0,open,4,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,6,34.5,14,19,16.5,G,,,,,
10906,2021-JUL-21,Narrows,1,2,76,seed,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,5.5,19.5,13,8,10.5,G,veg,,,,
10907,2021-JUL-21,Narrows,1,2,76,seed,0,open,3,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
10908,2021-JUL-21,Narrows,1,2,76,seed,0,open,5,2020,Lodgepole pine,blue & green,,,Pl,6.8,33.5,18,12,15,G,,,,,
10909,2021-JUL-21,Narrows,1,2,77,seed,30,partial,2,2020,Peterhope B class Fd,pink,,,Fd,6.2,25.5,16,17,16.5,G,drought,,,,
10910,2021-JUL-21,Narrows,1,2,77,seed,30,partial,3,2020,Peterhope B class Fd,pink,,,Fd,,,,,,D,,,,,
10911,2021-JUL-21,Narrows,1,2,77,seed,30,partial,1,2020,Lodgepole pine,blue & green,,,Pl,5.7,34,13,10,11.5,G,,,,,
10912,2021-JUL-21,Narrows,1,2,78,seed,0,open,2,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,7.1,32.5,22,18,20,G,,,,,
10913,2021-JUL-21,Narrows,1,2,78,seed,0,open,1,2020,Peterhope future Fd,white & red stripe,,,Fd,5.7,22.5,17,4,10.5,G,"drought, veg",,,,
10914,2021-JUL-21,Narrows,1,2,78,seed,0,open,3,2020,Ponderosa pine,pink & green,,,Py,7,25.5,9,13,11,M,"dead top, poor microsite",,,,
10915,2021-JUL-21,Narrows,1,2,79,seed,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,5.2,37,14,9,11.5,G,drought,,,,
10916,2021-JUL-21,Narrows,1,2,79,seed,0,open,3,2020,Jaffray B class Fd,blue,,,Fd,5.2,12,13,15,14,G,"browsed top, veg",,,,
10917,2021-JUL-21,Narrows,1,2,79,seed,0,open,2,2020,John Prince B class Fd,pink polka,,,Fd,9.2,41,19,16,17.5,G,,,,,
10918,2021-JUL-21,Narrows,1,2,79,seed,0,open,4,2020,Larch,green,,,Lw,5.5,55,26,11,18.5,G,,,,,
10919,2021-JUL-21,Narrows,1,2,80,seed,0,open,2,2020,Jaffray B class Fd,blue,,,Fd,6.5,23,14,12,13,G,browsed top,,,,
10920,2021-JUL-21,Narrows,1,2,80,seed,0,open,1,2020,John Prince B class Fd,pink polka,,,Fd,6.2,37,13,15,14,G,"drought, frost",,,,
10921,2021-JUL-21,Narrows,1,2,80,seed,0,open,3,2020,Peterhope B class Fd,pink,,,Fd,7.2,27,19,15,17,G,,,,,
10922,2021-JUL-21,Narrows,1,2,80,seed,0,open,4,2020,Lodgepole pine,blue & green,,,Pl,7.7,31,10,7,8.5,G,,,,,
10923,2021-JUL-21,Narrows,1,2,81,seed,0,open,3,2020,Jaffray B class Fd,blue,,,Fd,6.3,28,18,6,12,G,veg,,,,
10924,2021-JUL-21,Narrows,1,2,81,seed,0,open,2,2020,Peterhope B class Fd,pink,,,Fd,6.9,25,15,17,16,G,frost,,,,
10925,2021-JUL-21,Narrows,1,2,81,seed,0,open,1,2020,Lodgepole pine,blue & green,,,Pl,5.2,33,10,8,9,M,drought,,,,
10926,2021-JUL-21,Narrows,1,2,82,seed,0,open,2,2020,Jaffray B class Fd,blue,,,Fd,3.7,18,15,5,10,M,browsed top,,,,
10927,2021-JUL-21,Narrows,1,2,82,seed,0,open,1,2020,Larch,green,,,Lw,3.5,39,9,5,7,M,drought,,,,
10928,2021-JUL-21,Narrows,1,2,82,seed,0,open,3,2020,Lodgepole pine,blue & green,,,Pl,4.3,26,18,12,15,G,drought,,,,
10929,2021-JUL-21,Narrows,1,2,83,seed,0,open,3,2020,Jaffray B class Fd,blue,,,Fd,4.5,21,12,13,12.5,G,,,,,
10930,2021-JUL-21,Narrows,1,2,83,seed,0,open,1,2020,John Prince B class Fd,pink polka,,,Fd,5.2,15,17,12,14.5,G,drought,,,,
10931,2021-JUL-21,Narrows,1,2,83,seed,0,open,2,2020,John Prince B class Fd,pink polka,,,Fd,6.7,25,15,10,12.5,G,,,,,
10932,2021-JUL-21,Narrows,1,2,84,seed,0,open,7,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,7.3,29,22,20,21,G,drought,,,,
10933,2021-JUL-21,Narrows,1,2,84,seed,0,open,3,2020,John Prince B class Fd,pink polka,,,Fd,4.5,15,14,12,13,G,,,,,
10934,2021-JUL-21,Narrows,1,2,84,seed,0,open,4,2020,Lodgepole pine,blue & green,,,Pl,8.4,33,23,25,24,G,,,,,
10935,2021-JUL-21,Narrows,1,2,84,seed,0,open,6,2020,Lodgepole pine,blue & green,,,Pl,4.1,19,9,18,13.5,M,"drought, browsed top",,,,
10936,2021-JUL-21,Narrows,1,2,84,seed,0,open,1,2020,Peterhope future Fd,white & red stripe,,,Fd,6.1,18,20,22,21,G,drought,,,,
10937,2021-JUL-21,Narrows,1,2,84,seed,0,open,5,2020,Ponderosa pine,pink & green,,,Py,5.7,23,10,12,11,G,drought,,,,
10938,2021-JUL-21,Narrows,1,2,84,seed,0,open,2,2020,Redfish B class Fd,white & blue stripe,,,Fd,7.5,34,17,22,19.5,G,,,,,
10939,2021-JUL-21,Narrows,1,2,85,seed,0,open,1,2020,Jaffray B class Fd,blue,,,Fd,6.1,25,26,16,21,G,,,,,
10940,2021-JUL-21,Narrows,1,2,85,seed,0,open,3,2020,John Prince B class Fd,pink polka,,,Fd,5.1,30,16,14,15,G,slash,,,,
10941,2021-JUL-21,Narrows,1,2,85,seed,0,open,2,2020,Larch,green,,,Lw,3.9,32.5,16,11,13.5,M,frost,,,,
10942,2021-JUL-21,Narrows,1,2,86,seed,0,open,2,2020,Lodgepole pine,blue & green,,,Pl,8.7,36,38,33,35.5,G,,,,,
10943,2021-JUL-21,Narrows,1,2,86,seed,0,open,1,2020,Redfish B class Fd,white & blue stripe,,,Fd,6.8,32,24,25,24.5,G,,,,,
10944,2021-JUL-21,Narrows,1,2,87,seed,0,open,1,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,4.7,23,22,17,19.5,G,,,,,
10945,2021-JUL-21,Narrows,1,2,87,seed,0,open,3,2020,Alex Fraser B class Fd,orange & black stripe,,,Fd,6.3,32,25,18,21.5,G,,,,,
10946,2021-JUL-21,Narrows,1,2,87,seed,0,open,4,2020,John Prince B class Fd,pink polka,,,Fd,4,18,15,9,12,G,,,,,
